,ID_TRAMO,total_samples,min_diff,max_diff,mean_diff,median_diff,std_diff,significant_deviations,deviation_rate
499,507,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
500,508,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
501,509,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
502,510,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
503,511,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
504,512,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
505,513,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
506,514,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
507,515,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
508,516,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
509,517,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
510,518,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
511,519,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
512,520,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
513,521,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
514,522,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
515,523,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
516,524,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
517,525,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
518,526,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
519,527,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
520,528,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
521,529,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
522,530,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
523,531,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
524,532,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
525,533,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
526,534,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
